City,Country,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,latitude,longitude,Year
Cairo, Egypt,26.19,5.14,15.83,23.3,22.47,23.96,30.0444196,31.2357116,2017
San Salvador, El Salvador,51.19,11.77,31.78,51.25,37.85,24.94,13.6929403,-89.2181911,2017
Tallinn, Estonia,57.45,16.11,37.1,44.73,57.92,62.36,59.4369608,24.7535747,2017
Tartu, Estonia,52.4,14.43,33.71,41.83,49.1,66.49,58.377983,26.7290383,2017
Addis Ababa, Ethiopia,51.69,22.52,37.33,46.34,23.65,13.03,8.9806034,38.7577605,2017
Tampere, Finland,82.15,26.35,54.67,71.95,87.94,94.02,61.4977524,23.7609535,2017
Turku, Finland,82.07,25.07,54,73.27,86.38,105.86,60.4518126,22.2666302,2017
Lille, France,76.74,23.66,50.61,67.3,72.73,83.01,50.62925,3.057256,2017
Lyon, France,87.04,24.45,56.22,86.32,79.12,85.83,45.764043,4.835659,2017
Marseille, France,69.73,21.83,46.14,66.57,66.26,94.45,43.296482,5.36978,2017
Paris, France,89.98,45.8,68.23,87.3,88.3,89.07,48.856614,2.3522219,2017
Toulouse, France,81,24.76,53.31,78.82,79.73,102.14,43.604652,1.444209,2017
Tbilisi, Georgia,33.12,10.47,21.97,28.09,32.16,26.68,41.7151377,44.827096,2017
Aachen, Germany,69.94,22.61,46.63,57.61,64.01,118.22,50.7753455,6.0838868,2017
Berlin, Germany,72.32,30.47,51.71,61.25,59.88,96.65,52.5200066,13.404954,2017
Bonn, Germany,72.23,27.82,50.37,56.55,68.41,98.18,50.73743,7.0982068,2017
Bremen, Germany,67.22,21.38,44.65,51.25,65.82,128.83,53.0792962,8.8016936,2017
Cologne, Germany,71.65,27.81,50.07,55.35,69.27,111,50.937531,6.9602786,2017
Dresden, Germany,68.2,19.77,44.36,55.23,55.27,107.42,51.0504088,13.7372621,2017
Dusseldorf, Germany,85.92,34.53,60.62,70.52,82.69,95.7,51.2277411,6.7734556,2017
Frankfurt, Germany,84.17,36.38,60.64,74.43,79.26,98.02,50.1109221,8.6821267,2017
Hamburg, Germany,81.95,31.88,57.3,70.58,71.82,95.78,53.5510846,9.9936819,2017
Heidelberg, Germany,76.57,34.35,55.78,67.21,67.16,121.62,49.3987524,8.6724335,2017
Karlsruhe, Germany,72.62,24.63,48.99,54.69,78.94,113.65,49.0068901,8.4036527,2017
Leipzig, Germany,66.65,19.4,43.39,51.09,60.34,84.79,51.3396955,12.3730747,2017
Munich, Germany,80.31,42.45,61.67,67.7,77.84,108.18,48.1351253,11.5819805,2017
Nuremberg, Germany,70.68,23.59,47.49,55.33,70.2,120.3,49.4521018,11.0766654,2017
Stuttgart, Germany,74.52,31.54,53.36,56.92,72.24,114.35,48.7758459,9.1829321,2017
Accra, Ghana,66.86,38.4,52.85,68.33,43.66,13.25,5.6037168,-0.1869644,2017
Athens, Greece,63.17,12.8,38.37,52.05,62.51,46.02,37.9838096,23.7275388,2017
Patras, Greece,55.85,9,32.78,47.11,53.87,58.61,38.2466395,21.734574,2017
Thessaloniki, Greece,62.2,10.7,36.84,50.66,59.25,44.31,40.6400629,22.9444191,2017
Guatemala City, Guatemala,48.57,16.1,32.58,46.53,37.11,40.26,14.6349149,-90.5068824,2017
Hong Kong, Hong Kong,79.24,82.67,80.93,83.4,56.3,74.04,22.3193039,114.1693611,2017
Budapest, Hungary,48.64,16.13,32.63,39.62,36,47.17,47.497912,19.040235,2017
Debrecen, Hungary,44.35,9.3,27.09,38.71,31.82,38.08,47.5316049,21.6273124,2017
Reykjavik, Iceland,130.73,55.9,93.89,128.37,140.61,68.49,64.146582,-21.9426354,2017
Ahmedabad, India,28.95,6.65,17.97,31.25,21.09,57.06,23.022505,72.5713621,2017
Bangalore, India,30.24,9.41,19.98,32.95,19.57,86.79,12.9715987,77.5945627,2017
Bhubaneswar, India,25.24,4.57,15.06,28.87,14.71,52.38,20.2960587,85.8245398,2017
Chandigarh, India,28.94,6.31,17.79,30.74,19.97,64.7,30.7333148,76.7794179,2017
Chennai, India,28.78,7.09,18.1,31.45,18.75,71.99,13.0826802,80.2707184,2017
Coimbatore, India,24.83,5.61,15.37,26.31,15.29,47.01,11.0168445,76.9558321,2017
Delhi, India,32.66,9.87,21.44,32.63,25.61,67.67,28.7040592,77.1024902,2017
Goa, India,28.52,7.57,18.2,30.98,20.94,49.66,15.2993265,74.123996,2017
Gurgaon, India,36.05,10.3,23.37,35.31,31.73,98.51,28.4594965,77.0266383,2017
Hyderabad, India,26.87,6.2,16.69,28.95,17.66,65.47,17.385044,78.486671,2017
Indore, India,27.01,4.28,15.82,26.64,16.98,44.2,22.7195687,75.8577258,2017
Jaipur, India,27.92,4.62,16.45,29.81,16.61,65.05,26.9124336,75.7872709,2017
Kochi, India,25.4,6.18,15.93,28.26,14.41,60.04,9.9312328,76.2673041,2017
Kolkata, India,28.28,6.97,17.79,29.91,22.74,47.99,22.572646,88.363895,2017
Lucknow (Lakhnau), India,28.07,4.6,16.52,29,18.03,53.68,26.8466937,80.946166,2017
Mangalore, India,23.17,5.68,14.56,23.88,12.61,95.97,12.9141417,74.8559568,2017
Mumbai, India,32.93,22.66,27.88,35.65,23.74,61.47,19.0759837,72.8776559,2017
Mysore, India,26.23,4.52,15.54,32.03,13.28,35.53,12.2958104,76.6393805,2017
Nagpur, India,27.18,4.86,16.19,29.35,19.34,68.56,21.1458004,79.0881546,2017
Navi Mumbai, India,29.41,9.72,19.72,31.29,20.53,73.3,19.0330488,73.0296625,2017
Noida, India,32.37,6.98,19.87,33.82,22.36,85.35,28.5355161,77.3910265,2017
Pune, India,30.52,7.64,19.26,32.76,21.64,88.48,18.5204303,73.8567437,2017
Surat, India,28.47,4.5,16.67,30.17,21.43,55.55,21.1702401,72.8310607,2017
Thane, India,29.83,8.51,19.34,31.74,20.03,51.96,19.2183307,72.9780897,2017
Thiruvananthapuram, India,21.75,5.17,13.59,23.72,12.12,62.76,8.5241391,76.9366376,2017
Vadodara, India,27.31,3.85,15.76,31.5,16.06,67.23,22.3071588,73.1812187,2017
Visakhapatnam, India,25.57,5.14,15.51,28.4,16.13,53.78,17.6868159,83.2184815,2017
Bali, Indonesia,45.08,8.35,27,52.25,25.27,25.3,-8.3405389,115.0919509,2017
Bandung, Indonesia,38.74,5.67,22.46,47.12,17.24,28.7,-6.9174639,107.6191228,2017
Jakarta, Indonesia,49.44,21.74,35.8,55.49,27.68,35.1,-6.2087634,106.845599,2017
Surabaya, Indonesia,42.58,8.85,25.97,49.19,19.25,29.89,-7.2574719,112.7520883,2017
Yogyakarta, Indonesia,36.17,5.26,20.95,40.1,15.12,29.97,-7.7955798,110.3694896,2017
Tehran, Iran,42.67,20.89,31.95,40.02,32.72,36.85,35.6891975,51.3889736,2017
Baghdad, Iraq,51.41,15.08,33.52,46.83,43.7,47.2,33.315241,44.3660671,2017
Irbil, Iraq,55.36,16.03,36,46.87,56.19,39.83,36.2062933,44.0088697,2017
Cork, Ireland,81.57,36.96,59.61,68.09,86.58,88.99,51.8985143,-8.4756035,2017
Dublin, Ireland,88.49,54.65,71.83,73.25,91.98,82.09,53.3498053,-6.2603097,2017
Galway, Ireland,78.64,32.27,55.81,70.26,78.87,98.66,53.270668,-9.0567905,2017
Limerick, Ireland,91.28,24.7,58.5,90.69,80.66,80.06,52.6638367,-8.6267343,2017
Haifa, Israel,82.9,21.77,52.8,69.55,90.85,114.85,32.7940463,34.989571,2017
Jerusalem, Israel,90.73,36.74,64.15,75.74,99.24,73.51,31.768319,35.21371,2017
Ramat Gan, Israel,85.61,36.47,61.41,73.09,89.45,108.03,32.068424,34.824785,2017
Tel Aviv-Yafo, Israel,92.09,49.51,71.12,80.75,96.79,93,32.0852999,34.7817676,2017
Bergamo, Italy,78.83,20.86,50.28,67.3,88.8,73.7,45.6982642,9.6772698,2017
Florence, Italy,83.56,28.68,56.54,73.49,84.31,56.89,43.7695604,11.2558136,2017
Genoa, Italy,82.35,20.97,52.13,75.05,78,57,44.4056499,8.946256,2017
Milan, Italy,84.32,40.06,62.53,76.95,88.99,61.78,45.4642035,9.189982,2017
Naples, Italy,71.97,20.33,46.54,70.24,61.38,47.72,40.8517983,14.26812,2017
Padova, Italy,80.46,21.85,51.6,68.41,80.4,63.35,45.4064349,11.8767611,2017
Parma, Italy,78.4,22.79,51.02,64.52,93.46,72.13,44.801485,10.3279036,2017
Rome, Italy,78.6,40.21,59.7,71.13,81.95,59.82,41.9027835,12.4963655,2017
Trieste, Italy,76.2,20.74,48.9,72.81,83.25,80.27,45.6495264,13.7768182,2017
Turin, Italy,71.63,21.43,46.91,61.23,74.34,73.54,45.0703393,7.686864,2017
Osaka, Japan,79.56,24.08,52.25,80.91,44.73,94.8,34.6937249,135.5022535,2017
Tokyo, Japan,97.71,38.68,68.65,107.25,57.87,93.49,35.6761919,139.6503106,2017
Amman, Jordan,62.03,14.96,38.85,54.76,58.22,37.1,31.9453666,35.9283716,2017
Almaty, Kazakhstan,37.78,12.8,25.48,31.42,37.37,42.26,43.2220146,76.8512485,2017
Astana, Kazakhstan,39.45,16.19,27.99,33.98,41.37,36.81,51.1605227,71.4703558,2017
Nairobi, Kenya,44.15,13.66,29.13,42.8,35.64,22.27,-1.2920659,36.8219462,2017
Riga, Latvia,52.91,14.18,33.84,42.18,46.74,46.77,56.9496487,24.1051865,2017
Beirut, Lebanon,67.13,36.7,52.15,51.31,63.74,47.18,33.8937913,35.5017767,2017
Kaunas, Lithuania,51.08,10.52,31.11,41.34,44.05,47.89,54.8985207,23.9035965,2017
Vilnius, Lithuania,53.26,16.51,35.16,42.73,47.01,48.59,54.6871555,25.2796514,2017
Luxembourg, Luxembourg,87.43,54.71,71.32,76.46,97.79,104.71,49.611621,6.1319346,2017
Skopje, Macedonia,37.33,8.26,23.01,30.52,27.99,37.51,41.9960421,21.431647,2017
Johor Bahru, Malaysia,47.6,10.59,29.38,60.4,23.05,41.41,1.492659,103.7413591,2017
Kota Kinabalu, Malaysia,47.02,8.6,28.1,57.47,23.36,38.2,5.980408,116.0734568,2017
Kuala Lumpur, Malaysia,46.67,17.35,32.23,49.88,28.78,68.39,3.139003,101.686855,2017
Penang, Malaysia,48.13,10.15,29.43,56.59,25.17,61.43,5.4163935,100.3326786,2017
Selangor, Malaysia,44.81,10.11,27.72,51.21,20.33,84.16,3.0738379,101.5183469,2017
Malta, Malta,68.4,23.15,46.12,54.56,69.94,57.76,35.937496,14.375416,2017
Sliema, Malta,75.21,30.56,53.23,68.97,78.48,67.89,35.9110081,14.502904,2017
Cancun, Mexico,38.03,9.82,24.14,31.65,37.58,56.32,21.161908,-86.8515279,2017
Guadalajara, Mexico,36.49,8.53,22.72,37.24,32.25,52.24,20.6596988,-103.3496092,2017
Merida, Mexico,36.53,8.27,22.61,37.5,28.53,32.08,20.9673702,-89.5925857,2017
Mexico City, Mexico,40.77,17.64,29.38,39,36.19,54.57,19.4326077,-99.133208,2017
Monterrey, Mexico,40.8,12.23,26.73,38.81,38.31,76.85,25.6866142,-100.3161126,2017
Puerto Vallarta, Mexico,36.15,10.49,23.51,36.4,32.64,53.34,20.653407,-105.2253316,2017
Queretaro, Mexico,37.59,9.75,23.88,36.97,32.48,53.6,20.5887932,-100.3898881,2017
Tijuana, Mexico,36.87,9.25,23.27,35.46,33.83,43.13,32.5149469,-117.0382471,2017
Chisinau, Moldova,33.4,9.18,21.47,27.81,23.21,27.77,47.0104529,28.8638102,2017
Ulaanbaatar, Mongolia,44.95,17.33,31.35,43.45,29.3,29.97,47.8863988,106.9057439,2017
Podgorica, Montenegro,43.48,11.33,27.65,36.48,36.03,43.96,42.4304196,19.2593642,2017
Casablanca, Morocco,39.22,14.77,27.18,36.32,26.28,46.84,33.5731104,-7.5898434,2017
Rabat, Morocco,42.62,11.99,27.54,39.14,26.74,36.19,33.9715904,-6.8498129,2017
Kathmandu, Nepal,34.89,4.61,19.98,33.47,19.83,23.2,27.7172453,85.3239605,2017
Amsterdam, Netherlands,88.25,51.33,70.07,75.16,92.24,85.23,52.3679843,4.9035614,2017
Eindhoven, Netherlands,77.8,31.93,55.21,60.84,89.83,101.65,51.441642,5.4697225,2017
Groningen, Netherlands,74.95,27.45,51.56,64.61,83.66,90.22,53.2193835,6.5665017,2017
Maastricht, Netherlands,81.71,29.99,56.24,75.19,80.65,90.25,50.8513682,5.6909725,2017
Rotterdam, Netherlands,77.47,31.02,54.6,61.07,85.16,97.14,51.9244201,4.4777326,2017
The Hague (Den Haag), Netherlands,83.07,32.69,58.26,69.21,88.64,94.94,52.0704978,4.3006999,2017
Utrecht, Netherlands,80.7,37.98,59.67,68.94,90.5,93.44,52.0907374,5.1214201,2017
Auckland, New Zealand,90.97,44.46,68.07,86.28,77.66,90.77,-36.8484597,174.7633315,2017
Christchurch, New Zealand,85.39,31.18,58.7,83.29,80.42,76.59,-43.5320544,172.6362254,2017
Hamilton, New Zealand,90.22,25.86,58.53,84.08,86.07,122.44,-37.7870012,175.279253,2017
Wellington, New Zealand,83.98,36.74,60.72,82.91,75.43,133.6,-41.2864603,174.776236,2017
Bergen, Norway,112.66,39.58,76.68,106.84,117.45,87.68,60.3912628,5.3220544,2017
Oslo, Norway,114.78,47.99,81.9,111.48,126.2,86.67,59.9138688,10.7522454,2017
Stavanger, Norway,116.98,37.4,77.8,107.72,142.61,101,58.9699756,5.7331074,2017
Trondheim, Norway,116.02,41.27,79.22,110.1,128.03,93.68,63.4305149,10.3950528,2017
Muscat, Oman,55.4,28.56,42.19,51.84,56.91,95.7,23.58589,58.4059227,2017
Islamabad, Pakistan,34.06,9.1,21.77,31.86,23.75,32.41,33.6844202,73.0478848,2017
Karachi, Pakistan,29.11,7.48,18.46,29.16,21.44,35.72,24.8607343,67.0011364,2017
Lahore, Pakistan,32.29,6,19.35,28.98,28.36,45.85,31.5203696,74.3587473,2017
Panama City, Panama,64.58,33.31,49.18,68.4,55.38,31.18,8.9823792,-79.5198696,2017
Asuncion, Paraguay,36.46,10.55,23.71,32.08,26.31,31.67,-25.2637399,-57.575926,2017
Lima, Peru,46.2,18.5,32.56,43.24,34.7,35.35,-12.0463731,-77.042754,2017
Cebu, Philippines,43.57,12.09,28.07,45.73,24.44,21.97,10.607936,123.8857747,2017
Davao, Philippines,33.33,6.7,20.22,33.26,16.53,27.93,7.190708,125.455341,2017
Makati, Philippines,54.67,27.34,41.21,59.93,32.23,42.77,14.554729,121.0244452,2017
Manila, Philippines,42.59,19.46,31.2,40.91,27.72,39.66,14.5995124,120.9842195,2017
Quezon City, Philippines,35.03,7.21,21.33,32.87,19.64,25.99,14.6760413,121.0437003,2017
Valenzuela, Philippines,31.62,3.13,17.59,34.76,14.27,31.17,14.7010556,120.9830225,2017
Bydgoszcz, Poland,43.3,13.75,28.75,35.28,36.28,56.7,53.1234804,18.0084378,2017
Gdansk, Poland,44.92,15.1,30.24,35.33,35.43,68.69,54.3520252,18.6466384,2017
Gdynia, Poland,43.79,12.88,28.57,36.82,34.21,63.58,54.5188898,18.5305409,2017
Katowice, Poland,40.31,11.3,26.03,33.87,30.72,74.06,50.2648919,19.0237815,2017
Krakow (Cracow), Poland,44.1,16.94,30.73,36.13,35.59,67.86,50.0646501,19.9449799,2017
Lodz, Poland,42.58,11.96,27.5,34.4,33.61,59.73,51.7592485,19.4559833,2017
Lublin, Poland,41.13,14.2,27.87,33.97,31.92,50.16,51.2464536,22.5684463,2017
Poznan, Poland,43.29,14.03,28.88,37.26,35.33,62.53,52.406374,16.9251681,2017
Szczecin, Poland,42.21,11.76,27.21,34.7,32.29,55.8,53.4285438,14.5528116,2017
Warsaw, Poland,46.32,20.42,33.56,37.86,39.58,67.94,52.2296756,21.0122287,2017
Wroclaw, Poland,44.39,17.27,31.03,37.03,37.09,58.58,51.1078852,17.0385376,2017
Braga, Portugal,51.49,12.02,32.06,44.09,35.8,56.79,41.5454486,-8.426507,2017
Coimbra, Portugal,52.59,13.62,33.4,45.69,40.37,64.23,40.2033145,-8.4102573,2017
Lisbon, Portugal,55.94,25.08,40.75,46.75,48.16,55.22,38.7222524,-9.1393366,2017
Porto, Portugal,53.77,18.14,36.23,46.12,42.47,58.5,41.1579438,-8.6291053,2017
San Juan, Puerto Rico,73.99,28.12,51.4,74.15,67.26,89.06,18.4655394,-66.1057355,2017
Doha, Qatar,69.87,68.7,69.29,59.25,72.43,97.51,25.2854473,51.5310398,2017
Arad, Romania,35.12,8.38,21.96,30.37,25.3,60.36,46.1865606,21.3122677,2017
Brasov, Romania,36.88,8.56,22.93,31.56,30.7,59.73,45.6579755,25.6011977,2017
Bucharest, Romania,42.28,12.91,27.82,35.5,38.81,50.74,44.4267674,26.1025384,2017
Cluj-napoca, Romania,39.79,12.51,26.36,34.83,31.6,50.24,46.7712101,23.6236353,2017
Craiova, Romania,33.71,6,20.07,28.93,24.15,50.73,44.3301785,23.7948807,2017
Iasi, Romania,38.51,9.31,24.13,32.17,32.57,45.67,47.1584549,27.6014418,2017
Sibiu, Romania,38.79,7.97,23.62,33.21,32.16,39.29,45.7983273,24.1255826,2017
Timisoara, Romania,38.84,9.89,24.59,33.8,31.98,52.1,45.7488716,21.2086793,2017
Moscow, Russia,50.74,32.41,41.72,40.37,54.24,51.46,55.755826,37.6172999,2017
Novosibirsk, Russia,39.43,12.32,26.08,36.1,32.49,40.85,55.0083526,82.9357327,2017
Saint Petersburg, Russia,46.66,19.33,33.2,39.01,46.68,46.63,59.9342802,30.3350986,2017
Yekaterinburg, Russia,41.93,11.76,27.08,37.88,35.4,44.02,56.8389261,60.6057025,2017
Kigali, Rwanda,42.06,13.31,27.9,33.99,29.58,24.21,-1.9705786,30.1044288,2017
Ad Dammam, Saudi Arabia,52.16,12.37,32.57,46.92,32.72,124.08,26.4206828,50.0887943,2017
Al Khobar, Saudi Arabia,51.36,15.12,33.51,47.22,33.67,135.53,26.2171906,50.1971381,2017
Jeddah (Jiddah), Saudi Arabia,51.93,15.47,33.98,43.53,32.99,98.53,21.485811,39.1925048,2017
Riyadh, Saudi Arabia,50.38,16.94,33.92,44.23,34.94,113.64,24.7135517,46.6752957,2017
Belgrade, Serbia,41.52,10.99,26.49,31.44,38.05,34.83,44.786568,20.4489216,2017
Nis, Serbia,34.55,4.98,19.99,27.09,28.29,34.19,43.3209022,21.8957589,2017
Novi Sad, Serbia,37.94,6.88,22.65,30.73,27.72,35.97,45.2671352,19.8335496,2017
Singapore, Singapore,88.07,66.99,77.69,81.34,61.4,88.14,1.352083,103.819836,2017
Bratislava, Slovakia,52.35,20.35,36.59,48.1,39.34,63.59,48.1485965,17.1077478,2017
Kosice, Slovakia,50.6,15.11,33.13,46.73,30.46,51.54,48.7163857,21.2610746,2017
Ljubljana, Slovenia,64.38,18.75,41.91,55.71,52.85,62.86,46.0569465,14.5057515,2017
Cape Town, South Africa,46.95,27.06,37.15,42.24,42.68,78.12,-33.9248685,18.4240553,2017
Durban, South Africa,44.5,15.34,30.14,39.04,40.28,83.21,-29.8586804,31.0218404,2017
Johannesburg, South Africa,48.1,19.89,34.21,42.49,44.33,104.97,-26.2041028,28.0473051,2017
Pretoria, South Africa,49.89,15.06,32.74,43.49,43.4,90.54,-25.7478676,28.2292712,2017
Seoul, South Korea,85.89,33.41,60.05,107.03,47.48,84.05,37.566535,126.9779692,2017
Barcelona, Spain,68,30,49.29,58.54,64.74,70.89,41.3850639,2.1734035,2017
Bilbao, Spain,72.42,28.78,50.93,67.13,72.53,78.55,43.2630126,-2.9349852,2017
Madrid, Spain,67.57,30.6,49.37,59.52,65.45,77.35,40.4167754,-3.7037902,2017
Malaga, Spain,57.64,19.29,38.76,47.94,56.68,84.51,36.7212737,-4.4213988,2017
Palma De Mallorca, Spain,70.38,21.48,46.31,62.43,66.72,72.7,39.5696005,2.6501603,2017
Sevilla, Spain,56.49,19.96,38.5,50.08,52.62,73.77,37.3890924,-5.9844589,2017
Valencia, Spain,59.16,18.6,39.19,50.76,57.79,81.71,39.4699075,-0.3762881,2017
Zaragoza (Saragossa), Spain,64.59,14.82,40.08,56,58.6,67.12,41.6488226,-0.8890853,2017
Colombo, Sri Lanka,39.21,11.33,25.48,43.32,23.41,22.62,6.9270786,79.861243,2017
Gothenburg, Sweden,84.06,29.42,57.16,79.16,89.95,96.41,57.70887,11.97456,2017
Malmo, Sweden,79.24,27.11,53.58,76.99,83.08,106.32,55.604981,13.003822,2017
Stockholm, Sweden,91.21,42.98,67.46,87.98,91.35,88.09,59.3293235,18.0685808,2017
Uppsala, Sweden,77.78,26.74,52.65,68.2,84.22,98.13,59.8585638,17.6389267,2017
Basel, Switzerland,142.02,51.54,97.47,149.54,131.72,113.13,47.5595986,7.5885761,2017
Bern, Switzerland,135.51,45.33,91.11,145.72,122.48,101.65,46.9479739,7.4474468,2017
Geneva, Switzerland,142.12,70.25,106.73,147.13,138.96,115.2,46.2043907,6.1431577,2017
Lausanne, Switzerland,131.38,54.56,93.56,136.95,127.87,112.33,46.5196535,6.6322734,2017
Lugano, Switzerland,124.39,51.73,88.62,120.83,127.53,108.92,46.0036778,8.951052,2017
Zurich, Switzerland,149.53,66.76,108.77,163.71,140.58,126.3,47.3768866,8.541694,2017
Kaohsiung, Taiwan,60.51,10.75,36.01,72.9,24.31,114.38,22.6272784,120.3014353,2017
Taipei, Taiwan,71.4,20.2,46.19,90.68,33.04,98.3,25.0329694,121.5654177,2017
Dar Es Salaam, Tanzania,51.94,25.33,38.84,38.81,34.51,16.12,-6.792354,39.2083284,2017
Bangkok, Thailand,54.15,24.69,39.64,63.28,25.35,39.66,13.7563309,100.5017651,2017
Chiang Mai, Thailand,47.5,11.72,29.88,60.84,22.82,28.14,18.7060641,98.9817163,2017
Pattaya, Thailand,47.02,17.05,32.27,53.16,29.3,22.82,12.9235557,100.8824551,2017
Phuket, Thailand,55.08,13.9,34.81,60.64,26.92,39.72,7.9519331,98.3380884,2017
Tunis, Tunisia,29.93,6.51,18.4,28.94,20.42,32.94,36.8064948,10.1815316,2017
Ankara, Turkey,43.18,8.05,25.88,39.63,32.59,52.67,39.9333635,32.8597419,2017
Antalya, Turkey,41.27,6.96,24.38,36.99,29.47,50.86,36.8968908,30.7133233,2017
Bursa, Turkey,41.2,6.77,24.25,36.96,28.29,55.71,40.1885281,29.0609636,2017
Istanbul, Turkey,47.42,15.39,31.65,42.43,35.12,48.69,41.0082376,28.9783589,2017
Izmir, Turkey,41.69,8.53,25.36,38.49,29.08,43.99,38.423734,27.142826,2017
Kampala, Uganda,36.4,8.11,22.47,32.58,25.13,19.34,0.3475964,32.5825197,2017
Dnipropetrovsk, Ukraine,28.09,7.13,17.77,22.74,20.69,31.03,48.464717,35.046183,2017
Kharkiv, Ukraine,27.85,9.94,19.03,22.03,19.26,22.54,49.9935,36.230383,2017
Kiev, Ukraine,31.28,13.59,22.57,24.51,24.4,28.42,50.4501,30.5234,2017
Lviv, Ukraine,26.97,8.48,17.87,22.66,17.35,22.69,49.839683,24.029717,2017
Odesa, Ukraine,33.6,10.83,22.39,24.64,28.77,26.62,46.482526,30.7233095,2017
Abu Dhabi, United Arab Emirates,67.76,69.75,68.74,58.86,65.94,124.98,24.453884,54.3773438,2017
Dubai, United Arab Emirates,73.95,71.92,72.95,65.13,65.95,101.67,25.2048493,55.2707828,2017
Sharjah, United Arab Emirates,62.75,29.39,46.32,55.77,43.26,112.18,25.3462553,55.4209317,2017
Aberdeen, United Kingdom,82.82,31.71,57.66,70.07,94.86,102.77,57.149717,-2.094278,2017
Belfast, United Kingdom,68.51,22.25,45.73,63.53,76.9,96.37,54.597285,-5.93012,2017
Birmingham, United Kingdom,70.65,27.5,49.41,58.41,76.05,95.4,52.486243,-1.890401,2017
Brighton, United Kingdom,75.98,41.55,59.03,60.75,84.26,76.23,50.82253,-0.137163,2017
Bristol, United Kingdom,75.15,37.72,56.72,64.98,85.55,90.65,51.454513,-2.58791,2017
Cambridge, United Kingdom,82.43,44.13,63.57,69.24,93.5,93.6,52.205337,0.121817,2017
Cardiff, United Kingdom,70.64,25.85,48.59,67.39,70.64,95.26,51.481581,-3.17909,2017
Coventry, United Kingdom,76.71,24.87,51.18,65.03,68.85,106.76,52.406822,-1.519693,2017
Edinburgh, United Kingdom,78.57,32.71,55.99,71.7,79.39,93.93,55.953252,-3.188267,2017
Glasgow, United Kingdom,75.2,28.24,52.08,64.82,82.93,99.45,55.864237,-4.251806,2017
Leeds, United Kingdom,72.34,28.02,50.52,63.62,80.12,92.16,53.8007554,-1.5490774,2017
Liverpool, United Kingdom,69.35,23.49,46.77,53.69,80.98,98.9,53.4083714,-2.9915726,2017
London, United Kingdom,89.34,73.37,81.48,67.7,96.34,77.75,51.5073509,-0.1277583,2017
Manchester, United Kingdom,75.02,29.34,52.53,64.27,83.63,82.15,53.4807593,-2.2426305,2017
Newcastle Upon Tyne, United Kingdom,70.97,24.67,48.17,56.47,79.46,105.44,54.978252,-1.61778,2017
Norwich, United Kingdom,75.1,24.54,50.2,59.03,77.77,77.85,52.6308859,1.297355,2017
Nottingham, United Kingdom,76.43,23.73,50.48,68.24,73.62,95.28,52.9547832,-1.1581086,2017
Oxford, United Kingdom,80.09,51.18,65.86,64.02,79.84,74.67,51.7520209,-1.2577263,2017
Reading, United Kingdom,83.15,39.87,61.84,71.07,93.22,102.32,51.4542645,-0.9781303,2017
Sheffield, United Kingdom,72.06,24.02,48.41,55.84,82.37,104.15,53.381129,-1.470085,2017
Southampton, United Kingdom,72.77,31.26,52.33,61.49,76.78,95.25,50.9097004,-1.4043509,2017
Akron, United States,84.18,21.06,53.1,96.39,66.97,77.07,41.0814447,-81.5190053,2017
Albuquerque, United States,69.52,25.16,47.68,72.62,68.17,123.47,35.0843859,-106.650422,2017
Anchorage, United States,101.9,41.57,72.2,109.58,88.67,130.22,61.2180556,-149.9002778,2017
Ann Arbor, United States,71.41,42.12,56.99,72.37,62.74,152.98,42.2808256,-83.7430378,2017
Arlington, United States,93.17,67.79,80.67,93.16,85.61,117.45,38.8816208,-77.0909809,2017
Asheville, United States,81.19,36.62,59.25,95.78,69.44,129.28,35.5950581,-82.5514869,2017
Atlanta, United States,80.68,44.2,62.72,86.13,77.17,136.03,33.7489954,-84.3879824,2017
Austin, United States,78.12,51.84,65.18,81.79,77.67,122.65,30.267153,-97.7430608,2017
Bakersfield, United States,72.08,28.2,50.47,75.73,68.96,110.66,35.3732921,-119.0187125,2017
Baltimore, United States,85.65,47.62,66.93,91.75,82.5,109.07,39.2903848,-76.6121893,2017
Berkeley, United States,93.86,76.36,85.24,109.86,81.71,87.37,37.8715926,-122.272747,2017
Birmingham, United States,75.32,28.16,52.1,78.05,74.72,130.74,33.5185892,-86.8103567,2017
Boise, United States,66.58,27.45,47.31,67.43,67.32,108.08,43.6150186,-116.2023137,2017
Boston, United States,90.23,78.41,84.41,93.76,87.59,112.94,42.3600825,-71.0588801,2017
Boulder, United States,85.34,54.96,70.38,90.71,79.07,130.31,40.0149856,-105.2705456,2017
Brooklyn, United States,101.06,77.52,89.47,105.51,106.84,82.64,40.6781784,-73.9441579,2017
Buffalo, United States,76.25,29.56,53.27,76.76,74.27,93.86,42.8864468,-78.8783689,2017
Burlington, United States,87.21,41.14,64.52,97.28,82.09,95.31,44.4758825,-73.212072,2017
Charleston, United States,88.41,48.83,68.92,98.58,78.7,111.13,32.7764749,-79.9310512,2017
Charlotte, United States,76.42,40.35,58.66,80.07,75.86,99.98,35.2270869,-80.8431267,2017
Chattanooga, United States,72.94,27.14,50.39,80.35,65.89,116.33,35.0456297,-85.3096801,2017
Chicago, United States,84.39,56.81,70.81,83.89,83.68,118.59,41.8781136,-87.6297982,2017
